Exon	GeneName	AlternativeSplicedExon	PanExpressionScore	RepresentativeExon	Location	Tier	Expression_High_in_Normal	Expression_High_In_Tumor
MMP9_chr20_46011139_46011317_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	Spleen,Blood,	,OS,
ITGA1_chr5_52910162_52910419_+	ITGA1	Gene	0.75	false	MATRISOME_SURFACEOME	Not Prioritized	Lung,Bladder,Adrenal_Gland,Colon,Blood_Vessel,	ST,ACT,DSRCT,
GPRC5B_chr16_19872313_19872846_-	GPRC5B	Gene	0.6875	false	SURFACEOME	Not Prioritized	Testis,Muscle,Brain,	EPD,HGG,LGG,
MET_chr7_116758517_116758620_+	MET	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		MEL,
IBSP_chr4_87811362_87812435_+	IBSP	Gene	0.1875	false	MATRISOME	Tier1		,OS,
SMOC1_chr14_70013386_70013491_+	SMOC1	Gene	0.9375	false	MATRISOME	Tier2	Spleen,Brain,Liver,Prostate,Testis,	MB,DSRCT,EPD,HGG,LGG,
OLFML2B_chr1_162023257_162023640_-	OLFML2B	Gene	0.3125	false	SURFACEOME	Tier2		RHB,OS,
TGFB2_chr1_218434082_218434312_+	TGFB2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		BT,
SLIT2_chr4_20568865_20568918_+	SLIT2	Gene	0.5625	false	MATRISOME	Not Prioritized	Nerve,Lung,	OS,EPD,
ADAM17_chr2_9526111_9526264_-	ADAM17	Gene	1.8125	false	MATRISOME_SURFACEOME	Tier2		EWS,ST,MEL,EPD,HGG,RHB,RB,DSRCT,BT,MB,
CD109_chr6_73809984_73810172_+	CD109	Gene	0.25	false	MATRISOME	Tier2		OS,MEL,
RELN_chr7_103565278_103565551_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
ADAM19_chr5_157519839_157520031_-	ADAM19	Gene	0.375	false	MATRISOME_SURFACEOME	Tier2		,RB,
COL20A1_chr20_63316553_63316691_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
MMP11_chr22_23783411_23783441_+	MMP11	Gene	0.5625	false	MATRISOME	Tier2	Testis,	OS,WLM,RHB,
BCAN_chr1_156656286_156656389_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
COL20A1_chr20_63319058_63319200_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
P2RX7_chr12_121156079_121156147_+	P2RX7	Gene	0.3125	false	SURFACEOME	Not Prioritized		HGG,LGG,
FLT1_chr13_28438221_28438345_-	FLT1	Gene	0.625	false	MATRISOME	Not Prioritized		RB,ST,
ADAM19_chr5_157502803_157502980_-	ADAM19	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		RB,
JAM3_chr11_134144792_134145431_+	JAM3	Gene	0.5625	false	SURFACEOME	Not Prioritized		RB,RHB,
DPP4_chr2_162016820_162016866_-	DPP4	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2	Small_Intestine,	RB,
ADAM19_chr5_157513424_157513505_-	ADAM19	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		RB,
DLK1_chr14_100728396_100728460_+	DLK1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2	Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
TNR_chr1_175365010_175365279_-	TNR	Gene	0.25	false	MATRISOME	Tier2		,LGG,
LIFR_chr5_38510464_38510718_-	LIFR	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2		,EWS,
SEMA3A_chr7_84001955_84002046_-	SEMA3A	Gene	0.125	false	SURFACEOME	Tier1		MB,
COL26A1_chr7_101419977_101420099_+	COL26A1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		WLM,
PTPRC_chr1_198752594_198752772_+	PTPRC	Gene	0.9375	false	MATRISOME_SURFACEOME	Not Prioritized	Small_Intestine,Spleen,Lung,Blood,	ST,BT,MEL,LGG,
IGF2R_chr6_160027185_160027314_+	IGF2R	Gene	1.6875	false	MATRISOME_SURFACEOME	Not Prioritized	Muscle,	RB,ACT,MB,RHB,EWS,ST,DSRCT,BT,MEL,
BCAN_chr1_156648571_156648858_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
GPC6_chr13_94286349_94286479_+	GPC6	Gene	0.3125	false	MATRISOME	Tier2		RB,
SMPDL3B_chr1_27945232_27945445_+	SMPDL3B	Gene	0.1875	false	SURFACEOME	Tier2		,DSRCT,
COL11A1_chr1_102970219_102970272_-	COL11A1	Gene	0.875	false	MATRISOME_SURFACEOME	Tier1		ACT,HGG,LGG,OS,CPC,
HMCN1_chr1_186070612_186070757_+	HMCN1	Gene	0.375	false	MATRISOME	Tier2		MEL,EWS,
BCAN_chr1_156651456_156651551_+	BCAN	Gene	0.5625	false	MATRISOME	Not Prioritized	,Brain,	,EPD,HGG,LGG,
CLCN3_chr4_169719907_169723673_+	CLCN3	Gene	0.8125	false	SURFACEOME	Tier2		RB,MB,LGG,
PTPRZ1_chr7_122031474_122032080_+	PTPRZ1	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized		EPD,HGG,LGG,
INSR_chr19_7267345_7267896_-	INSR	Gene	0.75	false	SURFACEOME	Tier2		EWS,RB,ST,BT,MB,
CDH3_chr16_68680968_68681096_+	CDH3	Gene	0.3125	false	SURFACEOME	Not Prioritized	Ovary,	MEL,CPC,
GPC4_chrX_133311258_133311423_-	GPC4	Gene	0.6875	false	MATRISOME	Tier2	Blood_Vessel,	BT,EPD,OS,
PTPRZ1_chr7_122013313_122013889_+	PTPRZ1	Gene	0.6875	false	MATRISOME_SURFACEOME	Not Prioritized		BT,EPD,HGG,LGG,
TNR_chr1_175362663_175362809_-	TNR	Gene	0.375	false	MATRISOME	Tier2		HGG,LGG,
FBN1_chr15_48600139_48600234_-	FBN1	Gene	0.9375	false	MATRISOME	Tier2		EWS,DSRCT,BT,MEL,RHB,ST,
COL20A1_chr20_63322058_63322110_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
FRAS1_chr4_78475438_78475606_+	FRAS1	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		DSRCT,
RELN_chr7_103472230_103472908_-	RELN	Gene	0.3125	false	MATRISOME	Tier2	Nerve,	EPD,MB,
SEMA4D_chr9_89393562_89393655_-	SEMA4D	Gene	0.6875	false	SURFACEOME	Not Prioritized	Brain,Blood,Muscle,	LGG,
NID2_chr14_52014332_52014456_-	NID2	Gene	0.625	false	MATRISOME	Tier2	Nerve,Ovary,Thyroid,	OS,WLM,CPC,
MMP9_chr20_46011576_46011747_+	MMP9	Gene	0.25	false	MATRISOME	Tier2	,Spleen,Blood,	,OS,
FLT1_chr13_28434058_28434220_-	FLT1	Gene	0.625	false	MATRISOME	Not Prioritized		RB,ST,
COL5A2_chr2_189056766_189057026_-	COL5A2	Gene	0.9375	false	MATRISOME	Not Prioritized		EWS,ST,DSRCT,MEL,RHB,OS,
LIFR_chr5_38474963_38482218_-	LIFR	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2		EWS,EPD,LGG,
ADAM17_chr2_9505166_9505365_-	ADAM17	Gene	1.625	false	MATRISOME_SURFACEOME	Tier2		EWS,RB,DSRCT,BT,MEL,MB,CPC,EPD,HGG,LGG,
SEMA6D_chr15_47770497_47770765_+	SEMA6D	Gene	0.75	false	MATRISOME_SURFACEOME	Tier1		MB,RB,
HMCN1_chr1_186113979_186114123_+	HMCN1	Gene	0.375	false	MATRISOME	Tier2		MEL,EWS,
COL11A2_chr6_33189320_33189469_-	COL11A2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
CD83_chr6_14133649_14133755_+	CD83	Gene	1.125	true	SURFACEOME	Tier2	Lung,Cervix_Uteri,	EWS,LGG,ACT,
CPD_chr17_30420841_30420983_+	CPD	Gene	1.25	false	SURFACEOME	Tier2		EWS,ST,DSRCT,BT,MEL,MB,RB,
MMP9_chr20_46014373_46014471_+	MMP9	Gene	0.4375	false	MATRISOME	Tier2	Lung,Spleen,Blood,	NBL,OS,
ITGA6_chr2_172474929_172474977_+	ITGA6	Gene	1.0	false	MATRISOME_SURFACEOME	Tier2	Nerve,Salivary_Gland,	ST,BT,MEL,DSRCT,
LTBP2_chr14_74552892_74553062_-	LTBP2	Gene	0.3125	false	MATRISOME	Not Prioritized	Blood_Vessel,	DSRCT,
SERPINE2_chr2_224001774_224001922_-	SERPINE2	Gene	1.8125	false	MATRISOME	Not Prioritized	Heart,Testis,Ovary,Brain,	EWS,ST,BT,CPC,EPD,NBL,WLM,RHB,OS,MEL,HGG,LGG,
CP_chr3_149207363_149207623_-	CP	Gene	0.1875	false	SURFACEOME	Tier2	,Liver,	DSRCT,
BMP7_chr20_57265705_57266629_-	BMP7	Gene	0.375	false	MATRISOME	Not Prioritized		CPC,
COL26A1_chr7_101533082_101533143_+	COL26A1	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		WLM,RHB,
MOG_chr6_29666152_29666265_+	MOG	Gene	0.1875	false	SURFACEOME	Not Prioritized	,Brain,	LGG,
ENPP1_chr6_131876992_131877161_+	ENPP1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Liver,	EWS,
COL11A2_chr6_33173873_33173926_-	COL11A2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
PXDN_chr2_1653628_1653966_-	PXDN	Gene	1.125	false	MATRISOME_SURFACEOME	Not Prioritized		EWS,HGG,WLM,CPC,RHB,
TGFB2_chr1_218441204_218442141_+	TGFB2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		EPD,
LUZP2_chr11_24983126_24983182_+	LUZP2	Gene	0.125	false	SURFACEOME	Tier1		LGG,
RELN_chr7_103503016_103503230_-	RELN	Gene	0.3125	false	MATRISOME	Tier2		EPD,MB,
PLAU_chr10_73913980_73914128_+	PLAU	Gene	0.6875	false	MATRISOME	Not Prioritized	Spleen,Adipose_Tissue,Kidney,	OS,RHB,
MMP9_chr20_46011860_46012313_+	MMP9	Gene	0.1875	false	MATRISOME	Tier2	Spleen,Blood,	,OS,
COL5A2_chr2_189110225_189110449_-	COL5A2	Gene	1.5	false	MATRISOME	Not Prioritized	Bladder,Cervix_Uteri,	BT,EWS,ST,DSRCT,OS,MEL,RHB,
PDGFC_chr4_156810837_156810868_-	PDGFC	Gene	1.0	false	MATRISOME	Tier2	Uterus,Fallopian_Tube,	OS,CPC,RHB,WLM,
COL20A1_chr20_63325441_63325494_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1	Testis,	HGG,DSRCT,LGG,
RELN_chr7_103629940_103630176_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
TNR_chr1_175356319_175356462_-	TNR	Gene	0.25	false	MATRISOME	Tier2		,LGG,
NID2_chr14_52042105_52042111_-	NID2	Gene	0.3125	false	MATRISOME	Tier2		CPC,
PDGFB_chr22_39235778_39235874_-	PDGFB	Gene	0.3125	false	MATRISOME	Not Prioritized	Adipose_Tissue,	LGG,
L1CAM_chrX_153872301_153872354_-	L1CAM	Gene	0.375	false	SURFACEOME	Not Prioritized	Nerve,	MB,NBL,
PCSK6_chr15_101382092_101382206_-	PCSK6	Gene	0.375	false	MATRISOME	Tier2	Spleen,Liver,	ACT,CPC,
CPD_chr17_30379616_30379726_+	CPD	Gene	0.5625	false	SURFACEOME	Tier2		RB,
COL11A2_chr6_33173502_33173555_-	COL11A2	Gene	0.25	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
COL26A1_chr7_101549171_101549223_+	COL26A1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		WLM,
SORL1_chr11_121591001_121591156_+	SORL1	Gene	0.8125	false	SURFACEOME	Tier2	Blood,	RB,DSRCT,HGG,LGG,BT,
COL2A1_chr12_47994424_47994477_-	COL2A1	Gene	0.3125	false	MATRISOME	Tier2		,WLM,
IMPG2_chr3_101222546_101226981_-	IMPG2	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		,RB,
TREM2_chr6_41158873_41159106_-	TREM2	Gene	0.3125	false	SURFACEOME	Tier1		HGG,LGG,
LRP8_chr1_53271227_53271346_-	LRP8	Gene	0.4375	false	SURFACEOME	Tier2	Testis,	,MB,
FGF8_chr10_101775740_101775776_-	FGF8	Gene	0.125	false	MATRISOME	Tier1		WLM,
DLK1_chr14_100728396_100728461_+	DLK1	Gene	0.5	false	MATRISOME_SURFACEOME	Tier2	Testis,Ovary,Pituitary,Adrenal_Gland,	NBL,ACT,RHB,
TF_chr3_133756932_133757009_+	TF	Gene	0.5	false	MATRISOME	Not Prioritized	Testis,Brain,Salivary_Gland,Liver,	HGG,RB,LGG,
RELN_chr7_103478389_103478394_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
AMPH_chr7_38429056_38429577_-	AMPH	Gene	0.125	false	SURFACEOME	Tier2		RB,
FAM20B_chr1_179043715_179044224_+	FAM20B	Gene	0.5	false	SURFACEOME	Tier2		RB,
PROM1_chr4_16035735_16035761_-	PROM1	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		,RB,
PLXNA2_chr1_208082412_208082508_-	PLXNA2	Gene	0.5625	false	SURFACEOME	Not Prioritized		MB,
LAMA2_chr6_129059784_129059896_+	LAMA2	Gene	0.375	false	MATRISOME	Not Prioritized		MB,
AGRN_chr1_1048012_1048365_+	AGRN	Gene	0.8125	false	MATRISOME_SURFACEOME	Tier2	Kidney,Thyroid,	EPD,HGG,CPC,
HSPG2_chr1_21880107_21880254_-	HSPG2	Gene	1.3125	false	MATRISOME	Not Prioritized	Nerve,Uterus,Fallopian_Tube,Bladder,Blood_Vessel,	EWS,ACT,BT,OS,RHB,ST,MEL,
LAMA2_chr6_129270624_129270751_+	LAMA2	Gene	0.375	false	MATRISOME	Not Prioritized	Ovary,	MB,
GLG1_chr16_74606657_74607094_-	GLG1	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized		,EWS,
NTM_chr11_132335046_132336822_+	NTM	Gene	0.25	false	SURFACEOME	Not Prioritized	Brain,	LGG,
ITGAV_chr2_186640915_186640967_+	ITGAV	Gene	1.625	false	MATRISOME_SURFACEOME	Tier2		EWS,RB,DSRCT,OS,MEL,MB,HGG,LGG,ST,BT,
COL13A1_chr10_69887457_69887491_+	COL13A1	Gene	0.3125	false	MATRISOME	Tier2		EWS,
IMPG2_chr3_101232781_101232991_-	IMPG2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		MB,RB,
NTM_chr11_132314552_132314703_+	NTM	Gene	0.625	false	SURFACEOME	Not Prioritized	Brain,	EPD,HGG,LGG,
ASPN_chr9_92466502_92466571_-	ASPN	Gene	0.875	true	MATRISOME	Tier2	Uterus,Fallopian_Tube,Cervix_Uteri,Blood_Vessel,	EWS,ST,RHB,
PDGFRA_chr4_54263667_54263762_+	PDGFRA	Gene	0.875	false	SURFACEOME	Tier2	Uterus,Fallopian_Tube,Lung,Bladder,Ovary,	ST,BT,OS,HGG,DSRCT,LGG,
MET_chr7_116771498_116771654_+	MET	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		MEL,
MAN2A1_chr5_109729342_109729513_+	MAN2A1	Gene	1.0625	false	SURFACEOME	Tier2		ST,DSRCT,MEL,MB,EWS,BT,
ADAM17_chr2_9543153_9543271_-	ADAM17	Gene	1.5	false	MATRISOME_SURFACEOME	Tier2		EWS,ST,DSRCT,BT,MEL,MB,EPD,HGG,RB,
NTM_chr11_132335046_132336821_+	NTM	Gene	0.25	false	SURFACEOME	Not Prioritized	Brain,	LGG,
NTM_chr11_132314552_132314599_+	NTM	Gene	0.625	false	SURFACEOME	Not Prioritized	,Brain,	EPD,HGG,LGG,
QSOX2_chr9_136218994_136219164_-	QSOX2	Gene	0.8125	false	SURFACEOME	Tier2	Pituitary,	ACT,MB,RB,
ITGA4_chr2_181531719_181531776_+	ITGA4	Gene	0.5625	false	MATRISOME_SURFACEOME	Tier2	Spleen,	RB,OS,
COL11A1_chr1_102934449_102934556_-	COL11A1	Gene	0.9375	false	MATRISOME_SURFACEOME	Tier1		ACT,HGG,LGG,OS,CPC,
THSD7A_chr7_11379630_11379712_-	THSD7A	Gene	0.1875	false	SURFACEOME	Tier2		RB,
COL20A1_chr20_63329585_63329661_+	COL20A1	Gene	0.4375	false	MATRISOME	Tier1	,Testis,	,DSRCT,LGG,
COL11A1_chr1_102913637_102913690_-	COL11A1	Gene	0.9375	false	MATRISOME_SURFACEOME	Tier1		ACT,HGG,LGG,OS,CPC,
GALNT1_chr18_35683391_35683598_+	GALNT1	Gene	2.25	false	SURFACEOME	Not Prioritized	Salivary_Gland,Bladder,Skin,	EWS,RB,ACT,OS,CPC,EPD,HGG,WLM,RHB,LGG,ST,DSRCT,BT,MEL,MB,
GALNT1_chr18_35709624_35711834_+	GALNT1	Gene	1.0	false	SURFACEOME	Not Prioritized	Salivary_Gland,	WLM,
MAN2A1_chr5_109847662_109847790_+	MAN2A1	Gene	1.3125	false	SURFACEOME	Tier2	Adrenal_Gland,	ST,DSRCT,ACT,BT,MEL,EWS,
AXL_chr19_41243616_41243864_+	AXL	Gene	0.5625	false	MATRISOME_SURFACEOME	Not Prioritized	Blood_Vessel,	BT,
THSD7A_chr7_11460662_11460765_-	THSD7A	Gene	0.1875	true	SURFACEOME	Tier2		RB,
PCSK6_chr15_101382092_101382209_-	PCSK6	Gene	0.375	false	MATRISOME	Tier2	Spleen,Liver,	ACT,CPC,
LUZP2_chr11_24905991_24906053_+	LUZP2	Gene	0.125	true	SURFACEOME	Tier1		LGG,
HEG1_chr3_124977859_124977946_-	HEG1	Gene	0.6875	true	SURFACEOME	Tier2	Heart,Lung,Thyroid,	,RB,
NCAN_chr19_19227683_19228639_+	NCAN	Gene	0.375	false	MATRISOME	Not Prioritized		EPD,HGG,LGG,
MOG_chr6_29666152_29666260_+	MOG	Gene	0.1875	false	SURFACEOME	Not Prioritized	,Brain,	LGG,
LAMA2_chr6_129177706_129177866_+	LAMA2	Gene	0.375	false	MATRISOME	Not Prioritized		MB,
HMCN1_chr1_186090758_186090917_+	HMCN1	Gene	0.375	false	MATRISOME	Tier2		MEL,EWS,
BTC_chr4_74755859_74755976_-	BTC	Gene	0.125	false	SURFACEOME	Tier1		CPC,
RELN_chr7_103482873_103482971_-	RELN	Gene	0.375	false	MATRISOME	Tier2	,Nerve,	,MB,EPD,
IMPG2_chr3_101304146_101304312_-	IMPG2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		MB,RB,
CP_chr3_149188052_149188096_-	CP	Gene	0.5	false	SURFACEOME	Tier2	Salivary_Gland,Liver,	DSRCT,CPC,EPD,
ITGAV_chr2_186677197_186680897_+	ITGAV	Gene	1.5625	false	MATRISOME_SURFACEOME	Tier2	Heart,Blood_Vessel,Kidney,	EWS,ST,DSRCT,ACT,BT,MEL,CPC,HGG,LGG,
PMEL_chr12_55958473_55958677_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
COL11A1_chr1_102876473_102878165_-	COL11A1	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier1		,OS,
IMPG2_chr3_101230957_101231145_-	IMPG2	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		,RB,
MAN2A1_chr5_109845865_109846006_+	MAN2A1	Gene	1.25	false	SURFACEOME	Tier2	Adrenal_Gland,	ST,DSRCT,BT,MEL,EWS,
IGF2R_chr6_160073757_160074057_+	IGF2R	Gene	1.1875	false	MATRISOME_SURFACEOME	Not Prioritized	Muscle,	EWS,ST,BT,MEL,ACT,
NCAN_chr19_19224306_19224433_+	NCAN	Gene	0.5	false	MATRISOME	Not Prioritized		EPD,HGG,LGG,
TNFRSF11B_chr8_118932931_118933300_-	TNFRSF11B	Gene	0.125	false	MATRISOME	Tier2	Blood_Vessel,	EPD,
CD109_chr6_73818388_73818535_+	CD109	Gene	0.375	false	MATRISOME	Tier2	Skin,	OS,MEL,
SPA17_chr11_124675314_124675418_+	SPA17	Gene	0.75	false	SURFACEOME	Tier2	Pituitary,Testis,	RB,WLM,EPD,
COL11A2_chr6_33192159_33192499_-	COL11A2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		OS,
COL20A1_chr20_63316553_63316693_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1		HGG,DSRCT,LGG,
ITIH2_chr10_7746593_7746704_+	ITIH2	Gene	0.1875	true	MATRISOME	Tier2	,Liver,	,DSRCT,
ITGAV_chr2_186667671_186668020_+	ITGAV	Gene	1.375	false	MATRISOME_SURFACEOME	Tier2		EWS,RB,ST,DSRCT,BT,MEL,HGG,LGG,
COL20A1_chr20_63311394_63311539_+	COL20A1	Gene	0.375	false	MATRISOME	Tier1		LGG,DSRCT,
COL13A1_chr10_69927088_69927110_+	COL13A1	Gene	0.375	false	MATRISOME	Tier2		,EWS,
SULF1_chr8_69589046_69589120_+	SULF1	Gene	1.125	false	MATRISOME	Tier2	Colon,Thyroid,Blood_Vessel,	ST,DSRCT,BT,OS,RHB,CPC,
ENPP3_chr6_131637302_131637462_+	ENPP3	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier1		,EWS,
HSPG2_chr1_21896175_21896310_-	HSPG2	Gene	0.875	false	MATRISOME	Not Prioritized		EWS,ST,BT,OS,MEL,RHB,
SEMA6A_chr5_116472885_116472935_-	SEMA6A	Gene	0.375	false	SURFACEOME	Tier2		HGG,
LOX_chr5_122076893_122077001_-	LOX	Gene	0.5	false	MATRISOME	Tier2	Adipose_Tissue,Breast,Blood_Vessel,	EPD,OS,
KLK6_chr19_50958632_50959316_-	KLK6	Gene	0.25	false	SURFACEOME	Tier2		DSRCT,WLM,
CPD_chr17_30456256_30456351_+	CPD	Gene	1.6875	false	SURFACEOME	Tier2	Salivary_Gland,Testis,	EWS,RB,ST,DSRCT,BT,MEL,MB,CPC,HGG,WLM,LGG,
PMEL_chr12_55961317_55961463_-	PMEL	Gene	0.1875	false	SURFACEOME	Tier2		,MEL,
WIF1_chr12_65055116_65055213_-	WIF1	Gene	0.1875	false	MATRISOME	Not Prioritized	Brain,Lung,	RB,
GLG1_chr16_74606657_74607098_-	GLG1	Gene	0.625	false	MATRISOME_SURFACEOME	Not Prioritized		,EWS,
SEMA6A_chr5_116488915_116489007_-	SEMA6A	Gene	1.125	false	SURFACEOME	Tier2	Adrenal_Gland,	MEL,MB,HGG,WLM,RHB,LGG,BT,
CP_chr3_149188052_149188202_-	CP	Gene	0.5	false	SURFACEOME	Tier2	Salivary_Gland,Liver,	DSRCT,CPC,EPD,
COL11A2_chr6_33167264_33167317_-	COL11A2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
LOXL4_chr10_98252353_98252468_-	LOXL4	Gene	0.25	false	MATRISOME	Tier2	Salivary_Gland,	RB,MEL,
SCNN1G_chr16_23194171_23194274_+	SCNN1G	Gene	0.1875	false	SURFACEOME	Tier2		,EWS,
COL20A1_chr20_63325668_63325721_+	COL20A1	Gene	0.5	false	MATRISOME	Tier1	Testis,	HGG,DSRCT,LGG,
CD276_chr15_73702255_73702593_+	CD276	Gene	1.1875	false	SURFACEOME	Tier2		ACT,OS,CPC,HGG,NBL,WLM,
GPC3_chrX_133985275_133985449_-	GPC3	Gene	0.375	false	MATRISOME	Tier2	Nerve,Lung,Adipose_Tissue,Breast,	RHB,WLM,
COL26A1_chr7_101555787_101555871_+	COL26A1	Gene	0.25	false	MATRISOME_SURFACEOME	Tier1		WLM,RHB,
SCUBE3_chr6_35241141_35241266_+	SCUBE3	Gene	0.3125	false	SURFACEOME	Tier2		DSRCT,
HMCN1_chr1_185987432_185987544_+	HMCN1	Gene	0.4375	false	MATRISOME	Tier2		MEL,EWS,
LRP2_chr2_169292253_169292369_-	LRP2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		RB,
FGFR2_chr10_121551290_121551459_-	FGFR2	Gene	0.9375	false	MATRISOME_SURFACEOME	Not Prioritized	Brain,	EPD,WLM,BT,CPC,
LIFR_chr5_38502637_38502799_-	LIFR	Gene	0.8125	false	MATRISOME_SURFACEOME	Tier2		BT,MB,EWS,
THSD4_chr15_71411687_71411823_+	THSD4	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2		,DSRCT,
BMP7_chr20_57202474_57202623_-	BMP7	Gene	1.0625	false	MATRISOME	Not Prioritized	Brain,Thyroid,	BT,HGG,WLM,LGG,DSRCT,CPC,EPD,
ENTPD1_chr10_95845349_95845596_+	ENTPD1	Gene	0.5625	false	MATRISOME_SURFACEOME	Not Prioritized	Blood_Vessel,Blood,	DSRCT,
FNDC5_chr1_32868190_32868355_-	FNDC5	Gene	0.6875	true	SURFACEOME	Tier2	Heart,Muscle,	RB,MB,RHB,
GRIN1_chr9_137158379_137158523_+	GRIN1	Gene	0.125	false	SURFACEOME	Not Prioritized	,Brain,	NBL,
COL11A2_chr6_33172050_33172103_-	COL11A2	Gene	0.3125	false	MATRISOME_SURFACEOME	Tier2	Testis,Pituitary,	OS,
PTPRC_chr1_198752596_198752772_+	PTPRC	Gene	0.9375	false	MATRISOME_SURFACEOME	Not Prioritized	Small_Intestine,Spleen,Lung,Blood,	ST,BT,MEL,LGG,
COL11A2_chr6_33179719_33179805_-	COL11A2	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
RELN_chr7_103539078_103539488_-	RELN	Gene	0.1875	false	MATRISOME	Tier2		,MB,
AQP4_chr18_26860691_26860852_-	AQP4	Gene	0.8125	false	SURFACEOME	Not Prioritized	Brain,	,DSRCT,EPD,HGG,LGG,
COL11A2_chr6_33178679_33178732_-	COL11A2	Gene	0.1875	false	MATRISOME_SURFACEOME	Tier2	Pituitary,	OS,
THSD4_chr15_71660530_71660734_+	THSD4	Gene	0.125	false	MATRISOME_SURFACEOME	Tier2		DSRCT,
COL5A2_chr2_189179508_189179761_-	COL5A2	Gene	0.875	false	MATRISOME	Not Prioritized		EWS,ST,DSRCT,MEL,RHB,OS,
PTPN11_chr12_112455950_112456063_+	PTPN11	Gene	2.5625	false	SURFACEOME	Tier2	Brain,Bladder,Muscle,Blood_Vessel,	ACT,CPC,NBL,WLM,RHB,EWS,RB,ST,DSRCT,BT,MEL,MB,EPD,HGG,LGG,
NCAM1_chr11_113204286_113204504_+	NCAM1	Gene	1.6875	false	SURFACEOME	Not Prioritized	Heart,Brain,	DSRCT,BT,EPD,NBL,WLM,RB,MB,HGG,RHB,LGG,
COL11A1_chr1_103031116_103031244_-	COL11A1	Gene	0.875	false	MATRISOME_SURFACEOME	Tier1		BT,MEL,CPC,OS,
SORL1_chr11_121522916_121522989_+	SORL1	Gene	0.9375	false	SURFACEOME	Tier2	Blood,	LGG,RB,DSRCT,BT,
GLG1_chr16_74462488_74463479_-	GLG1	Gene	1.125	false	MATRISOME_SURFACEOME	Not Prioritized	Testis,	BT,EWS,
COL20A1_chr20_63313743_63313891_+	COL20A1	Gene	0.4375	false	MATRISOME	Tier1		,DSRCT,LGG,
MMP13_chr11_102954156_102954281_-	MMP13	Gene	0.1875	false	MATRISOME	Tier1		,OS,
CD109_chr6_73820461_73820563_+	CD109	Gene	0.3125	false	MATRISOME	Tier2	Skin,	OS,MEL,
TEX14_chr17_58574187_58574249_-	TEX14	Gene	0.125	true	SURFACEOME	Tier1	,Testis,	RB,
TEX14_chr17_58601806_58601956_-	TEX14	Gene	0.125	false	SURFACEOME	Tier1	Testis,	RB,
AMPH_chr7_38462975_38463113_-	AMPH	Gene	0.3125	false	SURFACEOME	Tier2		,RB,
